,txn_type,traffic_direction,caller_id,call_date,call_time,duration,caller_antenna,international,recipient_id,timestamp
645,text,ENTRANT,a4d23bfacd1c5556e4187a8891532ef8,20210720,200506,1.0,608-01-09003-43884,domestic,,20210720200506
646,call,SORTANT,ec249284cc63ab6dc30993179a960f3d,20210720,110717,302.0,608-01-09040-30372,domestic,,20210720110717
647,call,SORTANT,b64e06a493f12e648cf79ddd89e2855e,20210720,105556,42.0,608-01-09003-43883,domestic,,20210720105556
648,call,ENTRANT,8f3d46a58a5d5248f86c4e28cb7996c4,20210720,104339,264.0,608-01-00601-32376,domestic,,20210720104339
649,call,ENTRANT,38269cff505d568a1692af3e7bca8cc7,20210720,205215,190.0,608-01-00601-24931,domestic,,20210720205215
650,call,SORTANT,036a892ef9bc4695b19ece6658e6ca9c,20210720,205314,31.0,608-01-00408-25297,domestic,,20210720205314
651,text,ENTRANT,c5f0c709819965e53e0a11e17de4e8d6,20210720,170024,1.0,608-01-09000-00736,domestic,,20210720170024
652,call,ENTRANT,3897967fee79283b1ad7963502225028,20210720,72346,33.0,608-01-09040-34763,domestic,,2021072072346
653,call,SORTANT,da94e46569ab66d281bb4c1df77c1bb2,20210720,150404,94.0,608-01-09003-17981,domestic,,20210720150404
654,text,ENTRANT,c9a7affb7ca4364d3ab38c6994de289b,20210720,180902,1.0,608-01-09031-02181,domestic,,20210720180902
655,call,SORTANT,a5744105b8499de240f2ce1094f8ef97,20210720,124618,12.0,608-01-09028-01223,domestic,,20210720124618
656,call,SORTANT,0ee8496f423022168431f1740275b54b,20210720,150132,5.0,608-01-09000-19151,domestic,,20210720150132
657,call,SORTANT,7d600ea3d887e5ed5f6197a0e812da32,20210720,163612,83.0,608-01-09020-24971,domestic,,20210720163612
658,call,SORTANT,fbd1d43165e987c29d0fb2fc77717bcd,20210720,150245,16.0,608-01-09040-34761,domestic,,20210720150245
659,call,SORTANT,b9d3b03596f79f728283a1a728d58e2b,20210720,141704,4.0,608-01-09036-25628,domestic,,20210720141704
660,call,ENTRANT,2063665d85d13073c57ceb9494d5687f,20210720,152328,84.0,608-01-09012-13304,domestic,,20210720152328
661,text,ENTRANT,0f1dab9c62c0658bd6a6327f779d374f,20210720,191934,1.0,608-01-09000-00316,domestic,,20210720191934
662,text,ENTRANT,bf5c89288f563d1cf979e376101a3d2a,20210720,110938,1.0,608-01-09040-30372,domestic,,20210720110938
663,call,SORTANT,5fde683722a0274ea57f5a5b473cfd9e,20210720,131134,2.0,608-01-09003-64473,domestic,,20210720131134
664,call,ENTRANT,d30b0ef32d0b8aa9713f0def2e20d56c,20210720,181745,31.0,608-01-02008-24900,domestic,,20210720181745
665,call,ENTRANT,e782893e011b8d2dc3fc3fc0e5efcaa1,20210720,171205,46.0,608-01-00408-25291,domestic,,20210720171205
666,text,ENTRANT,3e7c370fdbd52f346df2456a7e68016e,20210720,203404,1.0,608-01-09000-37003,domestic,,20210720203404
667,call,SORTANT,a4d7aba37a96b5ce857d64493cfd34fd,20210720,94337,863.0,608-01-09040-25074,domestic,,2021072094337
668,call,SORTANT,7190f9859c3a1dbabe814607fbfc2d14,20210720,195341,50.0,608-01-00716-31835,domestic,,20210720195341
669,call,ENTRANT,a044dc0a9f53a62ecea9dd0cc75059ca,20210720,200910,54.0,608-01-09043-23005,domestic,,20210720200910
670,text,ENTRANT,45c2cf84f4feb0be68a6298feffd75b2,20210720,154227,1.0,608-01-00117-21495,domestic,,20210720154227
671,call,SORTANT,b3c9e3b784b071b41c490f07984a5c95,20210720,132339,35.0,608-01-09036-25629,domestic,,20210720132339
672,call,SORTANT,ccbe2d1be3f8e7fa0088404258b55a00,20210720,132156,90.0,608-01-00164-19476,domestic,,20210720132156
673,call,ENTRANT,c4b0ad66981cfdfbee53260958f11440,20210720,214613,6.0,608-01-09040-24993,domestic,,20210720214613
674,call,SORTANT,9cbe88a3a5dbacad720cb3de012a8575,20210720,133402,61.0,608-01-00712-22076,domestic,,20210720133402
675,text,ENTRANT,60472769cf50d650dc9f92f64cfb9a7d,20210720,161204,1.0,608-01-00255-29530,domestic,,20210720161204
676,call,SORTANT,6d30507999d54714fa6e788de0feea09,20210720,102539,3.0,608-01-09000-03941,domestic,,20210720102539
677,text,SORTANT,9b5cff09e4225f41d6725ed01ac67686,20210720,124652,1.0,608-01-09031-25614,domestic,,20210720124652
678,text,ENTRANT,0c4448d39b86418a7f8a5814b7989baf,20210720,90604,1.0,608-01-00715-09672,domestic,,2021072090604
679,call,ENTRANT,0c3773afbd38f94bf5bd05a25279ba31,20210720,113856,5.0,608-01-00710-33169,domestic,,20210720113856
680,call,SORTANT,8ec6f84097ad82b85c46bc134c14d953,20210720,90940,149.0,608-01-00408-26806,domestic,,2021072090940
681,text,ENTRANT,d68cb9e1dc5b1be6d71c4d9a327507b7,20210720,145014,1.0,608-01-09017-45743,domestic,,20210720145014
682,call,ENTRANT,7fa26c515cd0fffff5c05891fc16e416,20210720,144130,23.0,608-01-09009-06241,domestic,,20210720144130
683,call,SORTANT,dce5cd0df45c125c3479dc49cd09006a,20210720,110627,76.0,608-01-09025-00245,domestic,,20210720110627
684,call,SORTANT,6110f18bed6b2f9dcc19d07c6d2344c7,20210720,81631,101.0,608-01-09020-30391,domestic,,2021072081631
685,call,SORTANT,dd65de2feada95bb39cac022d1f3c75d,20210720,150024,4.0,608-01-09000-36881,domestic,,20210720150024
686,call,ENTRANT,62271b06c8a25d5772e07df049699961,20210720,141226,85.0,608-01-00715-09484,domestic,,20210720141226
687,call,SORTANT,e6647ca2c207a5f54d3911abaf6bbe3c,20210720,121316,23.0,608-01-09003-39183,domestic,,20210720121316
688,text,ENTRANT,82f0824943d34c1fd3243ac6ed88929a,20210720,10049,1.0,608-01-09000-07244,domestic,,2021072010049
689,call,SORTANT,e2c5d46903c87eae2106790ddf398b22,20210720,102136,412.0,608-01-00601-24847,domestic,,20210720102136
690,call,ENTRANT,9ada5784ce676b3f9eb7fe3fc3385dc0,20210720,161120,249.0,608-01-09020-47324,domestic,,20210720161120
691,call,ENTRANT,d98e93bfd55a993cd30a0a60a4495f11,20210720,161559,13.0,608-01-09020-30233,domestic,,20210720161559
692,call,SORTANT,d37e60bc2846cc5983e5b4e532a064ea,20210720,175210,43.0,608-01-09027-05721,domestic,,20210720175210
693,call,SORTANT,7b2e692881f4281ce7f1393deff7c157,20210720,160651,103.0,608-01-09003-01565,domestic,,20210720160651
694,call,ENTRANT,171d780a0da37cbe4a342b95656ed5b7,20210720,113919,14.0,608-01-09036-15783,domestic,,20210720113919
695,call,SORTANT,f33d97881f6a15174f40322a27b47706,20210720,92908,129.0,608-01-09031-25614,domestic,,2021072092908
696,call,ENTRANT,0042a81802a47f3d16ba89fc463c126d,20210720,132804,161.0,608-01-00601-24979,domestic,,20210720132804
697,text,ENTRANT,7732b0d6dbdb5a4664ebf9470573231b,20210720,140507,1.0,608-01-09031-25619,domestic,,20210720140507
698,call,SORTANT,54bb2c1dbdd67c6c98d3a6bbf8623ee1,20210720,131500,56.0,608-01-09043-34122,domestic,,20210720131500
699,call,ENTRANT,9b190e987b77a963174934f5cdabd6d1,20210720,230310,31.0,608-01-09000-36573,domestic,,20210720230310
700,text,ENTRANT,a4b181866c1d524c22dbbc9c647f6d22,20210720,103452,1.0,608-01-00601-24947,domestic,,20210720103452
701,call,SORTANT,28fe2ba9aeca8b01879f757a4332f331,20210720,112827,71.0,608-01-09000-03944,domestic,,20210720112827
702,call,ENTRANT,03d4c8ae7149f639a622c5c4398f0bf1,20210720,141626,46.0,608-01-02013-29109,domestic,,20210720141626
703,call,ENTRANT,bff914c7bf4cf6ce1b0f6fefac13530d,20210720,162850,10.0,608-01-09040-43313,domestic,,20210720162850
704,call,SORTANT,b58b587be09e5c1963bf4deba19597cc,20210720,124510,57.0,608-01-09000-00437,domestic,,20210720124510
705,call,SORTANT,8194bc450a377ffa93029de8a552031f,20210720,221501,32.0,608-01-09032-18221,domestic,,20210720221501
706,call,ENTRANT,b43e13f0b3db23cd172946cd96fd6bf0,20210720,12042,15.0,608-01-09040-25013,domestic,,2021072012042
707,call,ENTRANT,ff8b2ba1a41f1757d830a8eacc4167d2,20210720,103047,146.0,608-01-09000-03941,domestic,,20210720103047
708,text,ENTRANT,7e986304513b5aefb29f7132ff30ac71,20210720,123657,1.0,608-01-09020-34653,domestic,,20210720123657
709,text,ENTRANT,1b3f91ad66171deb9cd52abae4c0ab16,20210720,154236,1.0,608-01-09036-28481,domestic,,20210720154236
710,call,ENTRANT,171877c06f5354d5aaa023063d73dfc7,20210720,205117,20.0,608-01-09020-30233,domestic,,20210720205117
711,call,SORTANT,6985c809df78f7447c9113de14d0cbe5,20210720,181744,1.0,608-01-00715-09484,domestic,,20210720181744
712,call,SORTANT,2dcb4e470b2349ef63b9309c39b5e157,20210720,82214,55.0,608-01-09036-41207,domestic,,2021072082214
713,text,ENTRANT,bbbfb0e94a72b3ee010d81562a59d519,20210720,171340,1.0,608-01-09036-25629,domestic,,20210720171340
714,text,ENTRANT,e68802243d2d32d71ab101dd02395b1e,20210720,201153,1.0,608-01-00604-30269,domestic,,20210720201153
715,call,SORTANT,c3e9b5593c0715ff1918ebd8146bb98f,20210720,65538,20.0,608-01-09043-06940,domestic,,2021072065538
716,text,ENTRANT,101722568b444f2757ba8b95e258f37c,20210720,91556,1.0,608-01-09000-00733,domestic,,2021072091556
717,text,ENTRANT,5749f0ed077576e40a4076ee0e9db338,20210720,172354,1.0,608-01-09013-14053,domestic,,20210720172354
718,call,ENTRANT,fb124e532a7afe04decd5a5aa9086c70,20210720,131923,60.0,608-01-00408-25290,domestic,,20210720131923
719,call,ENTRANT,ac73f36f9de1efd496c0eb1db8596120,20210720,180306,11.0,608-01-09000-00107,domestic,,20210720180306
720,call,ENTRANT,124d89ba2d8f6017f76f0c31995c741a,20210720,200910,55.0,608-01-09030-01595,domestic,,20210720200910
721,call,ENTRANT,3fe0706e08717b8696971c775cabc2d9,20210720,115414,79.0,608-01-09013-46832,domestic,,20210720115414
722,text,ENTRANT,0cebcc56350026cd6e3fb26d8a3fdc43,20210720,121626,1.0,608-01-00408-24389,domestic,,20210720121626
723,call,SORTANT,be9be235048587e0b69f954519f60591,20210720,112309,26.0,608-01-09020-34651,domestic,,20210720112309
724,call,ENTRANT,6d6422c1792cda65b73dec92a31a85c5,20210720,211929,61.0,608-01-00715-09549,domestic,,20210720211929
725,call,SORTANT,fb0b0f4773139d0d6a87cb35733011d4,20210720,171358,101.0,608-01-09025-18842,domestic,,20210720171358
726,text,ENTRANT,91f97e82209a12ab3f437e986ab306c0,20210720,193743,1.0,608-01-09031-25619,domestic,,20210720193743
727,text,ENTRANT,72a1a37779b747a1bbb63ae0c9979be0,20210720,100618,1.0,608-01-09029-16209,domestic,,20210720100618
728,call,SORTANT,b95c827ae1e2110487b30e2a7c794bbb,20210720,202107,91.0,608-01-09003-01569,domestic,,20210720202107
729,text,ENTRANT,632e8daa000cf64bed4b914cf0acbac1,20210720,210052,1.0,608-01-00712-32681,domestic,,20210720210052
730,call,SORTANT,6a87aafbadbb16df55fd146d5bbc589f,20210720,122713,55.0,608-01-00712-22073,domestic,,20210720122713
731,call,ENTRANT,55c4ee7d257145051a894632799d530f,20210720,160810,92.0,608-01-09003-33152,domestic,,20210720160810
732,text,ENTRANT,6bda6363d5b61681f7a3750ddf64c23e,20210720,91730,1.0,608-01-00601-24943,domestic,,2021072091730
733,call,ENTRANT,64ea66f15fb4615e38ad54990fbe2be6,20210720,165558,7.0,608-01-09000-07242,domestic,,20210720165558
734,call,ENTRANT,151d7320b3f79b4eb77f684de51fbcf4,20210720,95101,33.0,608-01-09040-30373,domestic,,2021072095101
735,call,DIVERS,aecaea6eb856b59c70f2a8770cd4c543,20210720,94336,4.0,608-01-00712-04909,domestic,,2021072094336
736,call,SORTANT,5059f91b1e9d253ccef1154346d4571b,20210720,100839,16.0,608-01-00408-25443,domestic,,20210720100839
737,call,SORTANT,6826f786f255779a34e0020d9873fec4,20210720,175619,6.0,608-01-00408-25432,domestic,,20210720175619
738,call,SORTANT,27de69fc5afcd0aae529c35a95218506,20210720,104619,183.0,608-01-09003-33152,domestic,,20210720104619
739,call,SORTANT,9f499eb864afa2089482c14a72177007,20210720,115119,1.0,608-01-09000-07246,domestic,,20210720115119
740,call,SORTANT,0e85bdffa2c1b06e5cbf1b8b4c50a0e0,20210720,34407,76.0,608-01-09020-24841,domestic,,2021072034407
741,call,ENTRANT,af1f13f1fe4fa2a6704d5cdf847d4c54,20210720,104520,28.0,608-01-09016-56512,domestic,,20210720104520
742,call,ENTRANT,e5c201427198898e08a2415224ef384b,20210720,161541,254.0,608-01-02008-24918,domestic,,20210720161541
743,call,DIVERS,6110170c6fe8d6c6c531a1c165d6f574,20210720,70050,2.0,608-01-09040-25089,domestic,,2021072070050
744,text,ENTRANT,8a8432a99f271e50046c62b6cd6f9e42,20210720,155343,1.0,608-01-09020-25893,domestic,,20210720155343
745,call,SORTANT,64b60827d2d7b460505db9879a652dc3,20210720,133903,83.0,608-01-09040-25023,domestic,,20210720133903
746,call,SORTANT,8ae7168d84a9e31c08f8824bf36710ad,20210720,122614,18.0,608-01-09010-02093,domestic,,20210720122614
747,call,ENTRANT,6a039f1721dd511b2187343bdbc7f184,20210720,100444,13.0,608-01-09000-00732,domestic,,20210720100444
748,call,ENTRANT,bdd71f9b5166ecb62fb2fe9033b832b5,20210720,162931,104.0,608-01-00712-11421,domestic,,20210720162931
749,call,SORTANT,e1316874fd9ff1ca1a3bbe2050e20bce,20210720,171848,182.0,608-01-09000-00315,domestic,,20210720171848
750,call,SORTANT,2a31f1e4c047874645d7de800e56b162,20210720,210218,42.0,608-01-09040-30211,domestic,,20210720210218
751,call,SORTANT,1ceab8db51eb1b45367fc5a527b2d3b4,20210720,130550,5.0,608-01-09036-25627,domestic,,20210720130550
752,call,SORTANT,bfb66292c8ec238906638ebb0d2a6c31,20210720,142817,28.0,608-01-00408-25297,domestic,,20210720142817
753,call,SORTANT,2c1e81c6d3f20049398d7f7ba6ed711e,20210720,111314,9.0,608-01-00408-25291,domestic,,20210720111314
754,call,SORTANT,9225e35b1cb85a1e1806d2f0381dd509,20210720,215858,6.0,608-01-09031-03225,domestic,,20210720215858
755,text,ENTRANT,fc303c1a3e47512b3373e768cad73fea,20210720,105020,1.0,608-01-00117-21859,domestic,,20210720105020
756,call,ENTRANT,7133431e5571fa4ac066d4779daa426c,20210720,222414,26.0,608-01-00715-27201,domestic,,20210720222414
757,call,SORTANT,e8ad30e9a4e0a98068c877771fcb27fe,20210720,151111,20.0,608-01-09040-25089,domestic,,20210720151111
758,call,SORTANT,5d73934e398bd6aa62dd8d85b85cd608,20210720,173529,88.0,608-01-09040-30331,domestic,,20210720173529
759,call,ENTRANT,2cab24e65f5adf5261a95b95c8e7c0ff,20210720,151949,15.0,608-01-09005-15036,domestic,,20210720151949
760,text,ENTRANT,cb807adae9ec8c9bee474af69ad10459,20210720,103314,1.0,608-01-09036-17035,domestic,,20210720103314
761,text,ENTRANT,07e25912eb4774b463912c0901874722,20210720,93234,1.0,608-01-09000-00734,domestic,,2021072093234
762,text,ENTRANT,c672a2c43dde2a9197dce740ea8cbd2d,20210720,93630,1.0,608-01-09040-34532,domestic,,2021072093630
763,text,ENTRANT,f7f4ac8218a9c99292d1451259ba2e55,20210720,81842,1.0,608-01-09031-25612,domestic,,2021072081842
764,text,ENTRANT,22d604e769052b2f895662ce1a739f3c,20210720,171347,1.0,608-01-09036-41204,domestic,,20210720171347
765,text,ENTRANT,878ae956bd29524913414bb82470990f,20210720,142408,1.0,608-01-09004-13615,domestic,,20210720142408
766,call,DIVERS,fda3501d10c0631ac11f3581b46ecdab,20210720,151439,3.0,608-01-09016-02768,domestic,,20210720151439
767,call,ENTRANT,1761ca65f429634100d6d642e1dde9ac,20210720,223609,32.0,608-01-09020-24841,domestic,,20210720223609
768,text,ENTRANT,21daade51864fb273739461a2967a72c,20210720,174819,1.0,608-01-09000-19022,domestic,,20210720174819
769,call,ENTRANT,57d45df35514c49281de20117f7d1fee,20210720,101713,83.0,608-01-00117-21936,domestic,,20210720101713
770,call,SORTANT,6ba4fbb5171d6d667145e739ac62349e,20210720,222202,89.0,608-01-09007-23555,domestic,,20210720222202
771,call,SORTANT,4b7b97b757766c2721e4f1b5c211e682,20210720,105123,204.0,608-01-00715-09483,domestic,,20210720105123
772,text,ENTRANT,2dbeb7365def4f989edc8a406502e438,20210720,102655,1.0,608-01-00712-04911,domestic,,20210720102655
773,text,ENTRANT,b3af3182630eda7479d93b7faab4b400,20210720,181245,1.0,608-01-09020-24844,domestic,,20210720181245
774,call,ENTRANT,82c04bb70478596241e930fbbade739a,20210720,113048,2.0,608-01-09000-03942,domestic,,20210720113048
775,call,ENTRANT,bb6a0a159f826689f589986007139db0,20210720,154433,100.0,608-01-09025-35611,domestic,,20210720154433
776,call,ENTRANT,a5ce0e8e6ffd59f71173fd4f182e2a78,20210720,171048,14.0,608-01-09003-43891,domestic,,20210720171048
777,call,SORTANT,b9a453ca342598b9639c0f90a34697d7,20210720,93644,35.0,608-01-09000-18851,domestic,,2021072093644
778,call,ENTRANT,a5f9d646ac05ddec42c14d8b1b20cde5,20210720,184819,242.0,608-01-09000-03943,domestic,,20210720184819
779,call,SORTANT,d3f592ae98a4966f81076e2eeb844cb7,20210720,100712,92.0,608-01-00411-31786,domestic,,20210720100712
780,text,ENTRANT,d577f4d2e4fbf1a4bf263fcccb6d1378,20210720,165341,1.0,608-01-09020-34652,domestic,,20210720165341
781,call,ENTRANT,525945f360bed7a95553a2ded236c80c,20210720,142517,85.0,608-01-00601-25008,domestic,,20210720142517
782,call,ENTRANT,5df318811617671804541403b4905cb3,20210720,101336,12.0,608-01-09036-17038,domestic,,20210720101336
783,call,SORTANT,e5e247dde2ef027a58639513fd2579e0,20210720,85336,4.0,608-01-09000-36553,domestic,,2021072085336
784,text,ENTRANT,eeaa7b684048066820ffbb0faa0b2906,20210720,212641,1.0,608-01-09040-25073,domestic,,20210720212641
785,text,ENTRANT,c2f9d15dfdfe86570e3c56ab69116459,20210720,231355,1.0,608-01-09040-34533,domestic,,20210720231355
786,call,ENTRANT,01bc8d765d1b1749f1a989e8599e7335,20210720,114544,18.0,608-01-09040-25083,domestic,,20210720114544
787,text,ENTRANT,0cfe994680f7ff9db9ab5006efef1d9e,20210720,114041,1.0,608-01-09025-19272,domestic,,20210720114041
788,call,ENTRANT,8e505e49f25e0f4633b0e5f95ec893fa,20210720,172606,11.0,608-01-09036-28483,domestic,,20210720172606
789,call,ENTRANT,0aeeee9a1c8f5e6ee85a897670c8a439,20210720,193005,112.0,608-01-09000-00737,domestic,,20210720193005
790,call,SORTANT,a2bc45a4cbb4f60ebc658be578797cb6,20210720,181138,65.0,608-01-00710-06336,domestic,,20210720181138
791,call,ENTRANT,41a4e14e26e21fb7f57ccdbfd08c0358,20210720,110955,176.0,608-01-00601-24907,domestic,,20210720110955
792,call,ENTRANT,8493ad56d9002f71bb593c4aa22d58c8,20210720,125826,56.0,608-01-09025-61058,domestic,,20210720125826
793,text,ENTRANT,2fb72983e34b6fe392ea4b37dbcf8cf1,20210720,154011,1.0,608-01-00712-22075,domestic,,20210720154011
794,call,SORTANT,3115becde9e548c565119057f11857f2,20210720,91626,86.0,608-01-09000-03943,domestic,,2021072091626
795,text,ENTRANT,cf55639e43843f1aad34a578cde5f982,20210720,162244,1.0,608-01-09036-15784,domestic,,20210720162244
796,call,ENTRANT,912a0928bc2340ca9536531dbd45ff5d,20210720,132831,40.0,608-01-09003-17981,domestic,,20210720132831
797,call,SORTANT,fc091e1e11285c903febbcb8680f3769,20210720,154236,74.0,608-01-09040-25096,domestic,,20210720154236
798,text,ENTRANT,4a11c5a2f6fdb6a4ec7393a8a6a58c95,20210720,142608,1.0,608-01-09030-01594,domestic,,20210720142608
799,call,SORTANT,85988e452d0c8e900b58791564b698ec,20210720,221058,15.0,608-01-00601-25008,domestic,,20210720221058
800,call,SORTANT,e141502c8961f71cc11ecef633a5bc34,20210720,154046,101.0,608-01-09036-15784,domestic,,20210720154046
801,call,SORTANT,e341456f1196b8556f3cbe903bcf0e32,20210720,220950,56.0,608-01-09016-02125,domestic,,20210720220950
802,call,SORTANT,618297305570b530d5ed27be9deda81e,20210720,131037,2.0,608-01-09020-24844,domestic,,20210720131037
803,call,ENTRANT,01da7c294e0272171722a21edee56e6f,20210720,230814,47.0,608-01-09020-25951,domestic,,20210720230814
804,text,ENTRANT,aef1123795c1d3f23cce76876d6c0bc0,20210720,114628,1.0,608-01-09036-43164,domestic,,20210720114628
805,text,ENTRANT,27b90b02990805ef0ef16a2176e763c2,20210720,210239,1.0,608-01-00715-09485,domestic,,20210720210239
806,call,SORTANT,21d610b4701cd32b2967653dec13ac9a,20210720,213822,10.0,608-01-09040-25013,domestic,,20210720213822
807,call,ENTRANT,50e2fb5bef6d459ce97812e2a3bf5a26,20210720,201725,87.0,608-01-09020-24906,domestic,,20210720201725
808,call,ENTRANT,1d240087fc62c33d9b95617bf2b28cfe,20210720,222522,66.0,608-01-09031-21909,domestic,,20210720222522
809,call,SORTANT,561cc36df91418a884d3b2b888a233ce,20210720,213447,136.0,608-01-09000-03941,domestic,,20210720213447
810,text,ENTRANT,8900eccba5ed11be7b9b299b09231e57,20210720,105037,1.0,608-01-09000-19021,domestic,,20210720105037
811,call,SORTANT,7c17b5ff3058cdeb1aa73b725fe8d43b,20210720,111639,20.0,608-01-00117-21265,domestic,,20210720111639
812,call,SORTANT,2acb4bc17a461025990ed0615a88c116,20210720,131530,156.0,608-01-09040-34812,domestic,,20210720131530
813,call,SORTANT,910d56f50dad0c1275eea5f3fb42ba90,20210720,235928,38.0,608-01-00601-24929,domestic,,20210720235928
814,call,SORTANT,4acb0ee36b4cf4ac4717690dbded79be,20210720,131042,55.0,608-01-00826-31357,domestic,,20210720131042
815,call,SORTANT,be3f1b63ec2caccfe8abec94c5003a1e,20210720,182323,29.0,608-01-09040-30371,domestic,,20210720182323
816,call,SORTANT,27749e36621aded039204ccb13541dd4,20210720,160738,28.0,608-01-02008-24865,domestic,,20210720160738
817,call,SORTANT,f8a9cdf576a09bab51ef2bd563feaf60,20210720,195853,133.0,608-01-00715-09672,domestic,,20210720195853
818,call,SORTANT,208517f47efd0a43284acd407eb8ac9c,20210720,132944,11.0,608-01-09043-47452,domestic,,20210720132944
819,call,ENTRANT,33d75230f8a33d948f33d7bc2c32ed8f,20210720,120239,95.0,608-01-09040-25028,domestic,,20210720120239
820,call,ENTRANT,72ad19955dbc0442e0cca6cc6ec4700b,20210720,220124,67.0,608-01-00712-04911,domestic,,20210720220124
821,call,SORTANT,2d2fd5973b0bee1aa93f51e6762f8fcb,20210720,200950,10.0,608-01-09000-00293,domestic,,20210720200950
822,call,SORTANT,12d6e0cfde625f6824c4efc7331b5adc,20210720,92835,3.0,608-01-09002-04652,domestic,,2021072092835
823,text,ENTRANT,e188bf6e45b5de62ee19392ef9d98877,20210720,105048,1.0,608-01-00408-25285,domestic,,20210720105048
824,call,SORTANT,ee35ec8cea548b98513dc7ec449a9608,20210720,213510,2.0,608-01-09000-00417,domestic,,20210720213510
825,call,ENTRANT,49026197617db552239ffe96710d532d,20210720,124629,38.0,608-01-09012-20664,domestic,,20210720124629
826,call,SORTANT,208517f47efd0a43284acd407eb8ac9c,20210720,130242,7.0,608-01-09043-15025,domestic,,20210720130242
827,call,SORTANT,3c66970eee7f7f0a21d2174b9677b5b2,20210720,113610,8.0,608-01-02008-29553,domestic,,20210720113610
828,call,SORTANT,6336b7b2c04bcc2cc25838c0110451e9,20210720,235934,13.0,608-01-09025-00052,domestic,,20210720235934
829,call,SORTANT,3553de321eb83a87c2ec65010fa7227b,20210720,133645,8.0,608-01-09040-25096,domestic,,20210720133645
830,call,ENTRANT,aa1511b527fbcd4e66632ad77b7e3115,20210720,171144,349.0,608-01-00408-25432,domestic,,20210720171144
831,text,ENTRANT,461d969eeda1684073ca4a12c025402d,20210720,101903,1.0,608-01-09022-15299,domestic,,20210720101903
832,call,SORTANT,0ae72e7bcdcd14301a136d53b539ab4a,20210720,100945,4.0,608-01-09020-43301,domestic,,20210720100945
833,text,ENTRANT,44db92a7bf38c356a2abbc182a94af3b,20210720,120524,1.0,608-01-09000-00731,domestic,,20210720120524
834,call,SORTANT,d7717d83ed290dda013ffc605318ba8b,20210720,124919,2.0,608-01-09016-40502,domestic,,20210720124919
835,text,ENTRANT,5cfcab11237bd990d234a9c59fa9b1f0,20210720,71824,1.0,608-01-09003-02636,domestic,,2021072071824
836,text,ENTRANT,5bbbb44edefa713f9fe8b1683f23351a,20210720,94315,1.0,608-01-09001-45549,domestic,,2021072094315
837,call,ENTRANT,2cab24e65f5adf5261a95b95c8e7c0ff,20210720,210921,76.0,608-01-09005-15036,domestic,,20210720210921
838,call,ENTRANT,6df2fdee89245a160ce1f80b2f540a5f,20210720,121019,23.0,608-01-02006-29904,domestic,,20210720121019
839,text,ENTRANT,c2775baa5499ca05d8e62859a4e29da2,20210720,213540,1.0,608-01-09040-24991,domestic,,20210720213540
840,text,ENTRANT,37193ef8835c3665975dd83c1c5e455c,20210720,203724,1.0,608-01-09000-00201,domestic,,20210720203724
841,call,SORTANT,b0a9d493cd6a10fd1d8ff11c657dfd82,20210720,165836,36.0,608-01-09000-36671,domestic,,20210720165836
842,call,SORTANT,603876610582731501d9b8e61db30dd1,20210720,105744,72.0,608-01-00712-12344,domestic,,20210720105744
843,call,ENTRANT,df49219179d124e9d8f3f3b919f238d3,20210720,91050,5.0,608-01-09030-49342,domestic,,2021072091050
844,text,ENTRANT,ffdba207fae4773c54e0977a7fd83e87,20210720,131348,1.0,608-01-00715-09672,domestic,,20210720131348
845,call,SORTANT,2179f43b390b42697f86630c53c50297,20210720,191106,150.0,608-01-00601-25008,domestic,,20210720191106
846,call,SORTANT,954330dea120ae0aab2310b960a16b2c,20210720,133027,227.0,608-01-09004-14586,domestic,,20210720133027
847,call,ENTRANT,cb13c391e35cb28e627afcbbc64ae435,20210720,190954,195.0,608-01-00715-09672,domestic,,20210720190954
848,call,SORTANT,8c7ace8738dcde90a93ab4f7e306b51b,20210720,203417,4.0,608-01-00821-19736,domestic,,20210720203417
849,text,ENTRANT,bd6e0178379f5f70cea70c7783e0f380,20210720,184442,1.0,608-01-00408-25295,domestic,,20210720184442
850,call,ENTRANT,5f643a4d89cb3bbb730d7c17909d5f9d,20210720,173833,18.0,608-01-09025-36533,domestic,,20210720173833
851,call,ENTRANT,e6a67b18bb681285fca8ab830071253d,20210720,190641,78.0,608-01-09002-61838,domestic,,20210720190641
852,call,SORTANT,eab893d918dcb7bc65c076a515fe9dde,20210720,122159,307.0,608-01-09036-28483,domestic,,20210720122159
853,text,ENTRANT,8228ee7d13f647d15c9f64cf30f8d29a,20210720,194905,1.0,608-01-00204-29240,domestic,,20210720194905
854,call,ENTRANT,9cb604f061f84fe2e985ff571d5cb22d,20210720,161511,47.0,608-01-00712-32682,domestic,,20210720161511
855,text,ENTRANT,d1b09a47c43405e4d7048f877d5fd781,20210720,113825,1.0,608-01-09031-25615,domestic,,20210720113825
856,text,ENTRANT,fbd1d43165e987c29d0fb2fc77717bcd,20210720,14714,1.0,608-01-09040-25084,domestic,,2021072014714
857,call,ENTRANT,a65d17317a902f87aca9612621fff991,20210720,120017,57.0,608-01-09000-00317,domestic,,20210720120017
858,call,SORTANT,958bca77bc30c0bd4015a5b9bbeb19b2,20210720,103836,40.0,608-01-00408-26808,domestic,,20210720103836
859,call,SORTANT,27821f6d34a03c9dc433d77621e662a1,20210720,164437,4.0,608-01-00706-09122,domestic,,20210720164437
